MinMax,1587738550.3697927,24.70161485671997,2,Complex,0
MinMax,1587738575.1153567,21.903306245803833,2,Complex,0
MinMax,1587738597.2435224,8.209197282791138,2,Complex,0
MinMax,1587738605.6869783,23.92765164375305,2,Complex,0
MinMax,1587738629.7270336,18.248308181762695,2,Complex,0
MinMax,1587738648.0302465,7.149698972702026,2,Complex,0
MinMax,1587738655.187153,24.83525848388672,2,Complex,1
MinMax,1587738680.066521,21.712842226028442,2,Complex,1
MinMax,1587738701.9982786,8.420485258102417,2,Complex,1
MinMax,1587738710.657371,23.474001169204712,2,Complex,1
MinMax,1587738734.23949,18.090207815170288,2,Complex,1
MinMax,1587738752.383571,7.053764820098877,2,Complex,1
MinMax,1587738759.444347,25.1629056930542,2,Complex,2
MinMax,1587738784.6503825,21.737491369247437,2,Complex,2
MinMax,1587738806.6187947,8.378623723983765,2,Complex,2
MinMax,1587738815.2340581,23.52650213241577,2,Complex,2
MinMax,1587738838.8742027,18.40866494178772,2,Complex,2
MinMax,1587738857.3374603,7.110673904418945,2,Complex,2
MinMax,1587738864.455723,25.128402709960938,2,Complex,3
MinMax,1587738889.6275232,21.78148627281189,2,Complex,3
MinMax,1587738911.6338866,8.345228910446167,2,Complex,3
MinMax,1587738920.2168355,23.45708131790161,2,Complex,3
MinMax,1587738943.7814565,18.214988946914673,2,Complex,3
MinMax,1587738962.0537794,7.120426893234253,2,Complex,3
MinMax,1587738969.1818128,25.120152950286865,2,Complex,4
MinMax,1587738994.3449686,22.056163549423218,2,Complex,4
MinMax,1587739016.6295493,8.545038223266602,2,Complex,4
MinMax,1587739025.4284563,24.466561317443848,2,Complex,4
MinMax,1587739050.0106256,18.61422634124756,2,Complex,4
MinMax,1587739068.6803956,7.109737396240234,2,Complex,4
MinMax,1587739075.7981398,25.571467876434326,2,Complex,5
MinMax,1587739101.4252956,22.24071764945984,2,Complex,5
MinMax,1587739123.8840208,8.42149829864502,2,Complex,5
MinMax,1587739132.555529,24.228237867355347,2,Complex,5
MinMax,1587739156.9051602,18.22482204437256,2,Complex,5
MinMax,1587739175.1858704,7.0884552001953125,2,Complex,5
MinMax,1587739182.2823675,25.03146266937256,2,Complex,6
MinMax,1587739207.3574405,21.722606420516968,2,Complex,6
MinMax,1587739229.3119357,8.243576049804688,2,Complex,6
MinMax,1587739237.7949476,23.532952070236206,2,Complex,6
MinMax,1587739261.438814,18.145284175872803,2,Complex,6
MinMax,1587739279.6384466,7.105421781539917,2,Complex,6
MinMax,1587739286.7510176,25.817789554595947,2,Complex,7
MinMax,1587739312.6129467,22.75405526161194,2,Complex,7
MinMax,1587739335.5917225,8.421583652496338,2,Complex,7
MinMax,1587739344.2675507,24.17742681503296,2,Complex,7
MinMax,1587739368.5641146,18.56404423713684,2,Complex,7
MinMax,1587739387.1837,7.290419340133667,2,Complex,7
MinMax,1587739394.481791,25.45061206817627,2,Complex,8
MinMax,1587739419.9789662,22.332011699676514,2,Complex,8
MinMax,1587739442.5390208,8.462854862213135,2,Complex,8
MinMax,1587739451.2422824,23.88654899597168,2,Complex,8
MinMax,1587739475.2670279,19.00181293487549,2,Complex,8
MinMax,1587739494.3329895,7.1714606285095215,2,Complex,8
MinMax,1587739501.5119827,25.975340366363525,2,Complex,9
MinMax,1587739527.5581417,22.146344900131226,2,Complex,9
MinMax,1587739549.949991,8.584609746932983,2,Complex,9
MinMax,1587739558.7909386,24.495736598968506,2,Complex,9
MinMax,1587739583.4097447,18.67453360557556,2,Complex,9
MinMax,1587739602.1405928,7.1478190422058105,2,Complex,9
